sku_id,sku_name,before_discount,after_discount,category
P303710,HOS-W_VSBSIBEDP100,522000.00,433260.00,"Beauty & Grooming"
P303831,UnzeLondon_GS5419-10,115942.00,93902.00,"Men Fashion"
P304173,Rajesh_RAJ53,84680.00,65192.00,"Home & Living"
P304302,liberty_9780521186315,60900.00,47502.00,"School & Education"
P304481,timex_T2N695,329440.00,256940.00,"Men Fashion"
P304553,JBS_TAT-241,225620.00,191748.00,"Home & Living"
P304734,"prime_T11-GR Black-XL",231942.00,160022.00,"Men Fashion"
P304991,"samsung_J5 Prime-Gold",1450000.00,942500.00,"Mobiles & Tablets"
P305199,RM_Panasonic-K18PKF,5342090.00,4059942.00,Appliances
P305622,sstop_airvent_mobile_holder,19140.00,14326.00,Others
P306870,"Changhong Ruba_32 Inches Black HD Ready LED TV - 32E3600",1160000.00,928000.00,Entertainment
P307223,Timex_T49990,411104.00,283620.00,"Men Fashion"
P307535,"liberty_Navy Blue Pullover for Boys-16 yrs - above - Size 42",49880.00,35380.00,"School & Education"
P307738,GO-Girl_694810,869942.00,765542.00,"Women Fashion"
P308235,trzwus_76111120200000_WN16-07(B),109620.00,92046.00,"Women Fashion"
P308596,Fantastic_FT-27,89610.00,71688.00,"Health & Sports"
P309024,"Atalian _BK17.01-Black-45",231710.00,139026.00,"Men Fashion"
P309716,Tmall_MM_Sonex_Cookware_Set,289942.00,240642.00,"Home & Living"
P310205,"Fmate_Coconut Halwa",16182.00,12412.00,Superstore
P311129,"GMZV_PS4 VR Headset Bundle",4017370.00,3213896.00,Entertainment
P311180,"stitchers_TnT 012-L",115942.00,74182.00,"Men Fashion"
P311532,FT_FT-BT-G-01-30,116000.00,102080.00,"Kids & Baby"
P312577,JBS_EUR-153,240700.00,199752.00,"Home & Living"
P312717,"hijabh_0120-BC-759 (1)-54",493000.00,354960.00,"Women Fashion"
P312809,AYS_Split-Orient-19k7,3595942.00,3020582.00,Appliances
P313043,"phub_Fahrenheit ",730800.00,504252.00,"Beauty & Grooming"
P313084,"Topline_Rashid Minhas",5800.00,4988.00,Books
P313303,IDROID_BALRX7-Gold,550942.00,484822.00,"Mobiles & Tablets"
P314147,Tommy_1791102,1096142.00,953636.00,"Men Fashion"
P314259,Audionic_B-880,79750.00,64554.00,Computing
P314652,"Mac Mini 2.8GHz",7540000.00,5956600.00,Computing
P314809,UG_WP3,32712.00,19952.00,"School & Education"
P314978,"R&I_Generator 5KVG",3663280.00,3077132.00,Appliances
P315456,"BParcel_EASY CAP 4 PORT-BLACK",104400.00,86652.00,Computing
P315685,sputnik_8073/14-11,690200.00,579768.00,"Men Fashion"
P315784,ISN_Concentrated-Chocolate-2lbs,290000.00,174000.00,"Health & Sports"
P316002,Relaxsit_RS-63,214600.00,175972.00,"Home & Living"
P316076,"samsung_SUHD TVÃ‚Â  KS 8000 60"",19168942.00,14376692.00,Entertainment
P316230,xenium_RFC-20164,92800.00,68672.00,"Home & Living"
P316760,"col qadri_Sentinels In The Sky",87000.00,55680.00,Books
P316948,Haier_HSU-18LK-E10BL,2591440.00,2176798.00,Appliances
P317054,stinnos_Winfun0804,276660.00,193662.00,"Kids & Baby"
P317437,MEGUIAR_G12718,147552.00,107706.00,Others
P317610,PlanetX_PO-9043,81200.00,51156.00,"Kids & Baby"
P317755,Zia_MT20,11600.00,8700.00,Books
P317851,"adenwala_Deal No.5",69600.00,54288.00,Superstore
P318655,Nimcos_Salty-Potato-Sticks-180gm,6960.00,5742.00,Soghaat
P318683,J&J_JJ-024,150800.00,126672.00,"Kids & Baby"
P318881,SNU_IM17C08,490100.00,347942.00,"Women Fashion"
P318963,LALA_VTE-02,237742.00,202072.00,"Women Fashion"
P319066,"PucaM_FLYNET NAVY-42",185600.00,144768.00,"Men Fashion"
P319315,"head_273406-UK 10",417020.00,346086.00,"Men Fashion"
P319549,SNU_Es16e2-09,635100.00,552508.00,"Women Fashion"
P320550,sheraton_FMOTORS_01,159500.00,97266.00,"Health & Sports"
P321023,"CITY_White Shirt Full Sleeves Prep to X-6.5 - 8 yrs - Size 24",41760.00,37120.00,"School & Education"
P321633,"adenwala_Deal No.4",116000.00,88160.00,Superstore
P322129,fitn_800450,452400.00,321204.00,"Health & Sports"
P322230,JBS_lrd-001,130500.00,91350.00,"Home & Living"
P323119,"peekaboo_Batman-Black-4 Yrs",46342.00,38918.00,"Kids & Baby"
P323280,how_DRAKE-44,319000.00,210540.00,"Men Fashion"
P323430,babyw_toy$7,41760.00,28768.00,"Kids & Baby"
P323454,"Eco Star_43U558",1973160.00,1736346.00,Entertainment
P323833,"Al Muhafiz Sohan Halwa Walnut",29580.00,20996.00,Soghaat
P323853,Lenovo_80QB005UUE,2978010.00,1905880.00,Computing
P323971,Zia_AW6,8700.00,7482.00,Books
P324294,"sanasafinaz_march16_7A-Nationwide Delivery",391500.00,274050.00,"Women Fashion"
P324617,"Vouch 365 2016",144942.00,99992.00,Others
P324711,BB_bundle_bf,43500.00,29986.00,Superstore
P324903,Rajesh_RAJ012,58000.00,36540.00,"Home & Living"
P325520,babyw_754,116000.00,85840.00,"Kids & Baby"
P326167,PNG_Pampers_10003449-Hazir,125280.00,83926.00,Superstore
P326257,Dawlance_bundle_DWEK-8229_clear,184440.00,154918.00,Others
P326260,"Laitalio_Tan Edward Footmark-44",333500.00,226780.00,"Men Fashion"
P326272,sanasafinaz_SS-11A,379900.00,319116.00,"Women Fashion"
P326506,emart_0-23,86942.00,53882.00,"Home & Living"
P327504,IKEA_10072256,3596000.00,2732960.00,"Home & Living"
P328069,"CITY_White Frock Half Sleeves-5 - 6.5 yrs - Size 28",40020.00,29986.00,"School & Education"
P328629,"Topline_Understanding Times Tables",2900.00,1856.00,Books
P328639,Zia_101DA,34800.00,22272.00,Books
P329247,"dynasty_Kattan Full Suit-Blue",231710.00,189950.00,"Men Fashion"
P329329,"KC_88 brown-M",196620.00,117972.00,"Men Fashion"
P329412,Dawlance_Inverter30Toscana,4332600.00,3812688.00,Appliances
P330414,timex_T2P449,382742.00,275558.00,"Men Fashion"
P330457,swi_MXP10,1392.00,870.00,"School & Education"
P330495,ISN_Concentrated-Chocolate,290000.00,217500.00,"Health & Sports"
P330547,liberty_9781846684470,80910.00,61480.00,Books
P330997,"head_273026-UK 10",640900.00,551174.00,"Men Fashion"
P332483,Hawks_A1-Brown_44,216920.00,153990.00,"Men Fashion"
P333128,"unze_GS5632 -Brown-6",405710.00,263668.00,"Men Fashion"
P333900,HP_i3-7100U,2784000.00,1698240.00,Computing
P334155,tucano_BLABK-B,220922.00,185542.00,Computing
P334177,"Infinix Note 3-2GB-Nationwide-Grey",1078742.00,927710.00,"Mobiles & Tablets"
P334698,"MHS_Oxford-Bed Sheet - [Size] Double",440800.00,317376.00,"Home & Living"
P336081,Rajesh_RAJ52,55970.00,37468.00,"Home & Living"
P336160,"MHS_Flannel Check-Red-Bed Sheet - [Size] Double",92220.00,78358.00,"Home & Living"
P337369,Kashmina_KSH-WO-NC1-JD-P1,287100.00,189486.00,"Women Fashion"
P337767,JBS_TAT-126,150336.00,114202.00,"Home & Living"
P338156,GA_FE-67-141242,400200.00,356178.00,"Women Fashion"
P338176,sanasafinaz_SS-5A,403100.00,362790.00,"Women Fashion"
P339240,"rubian_Ultra-Slim Bluetooth Keyboard",115942.00,81142.00,Computing
P339575,Tmall_SpyPen_4GB,92742.00,55622.00,"School & Education"
P340271,"CITY_White Frock Half Sleeves-6.5 - 8 yrs - Size 30",40600.00,32480.00,"School & Education"
P340301,"Audionic X-BOOM 5 Black",102138.00,87812.00,Computing
P340929,"BO_Teddy Bear - Yellow & White",69600.00,59856.00,"Kids & Baby"
P341007,ajmery_HQT906-Pink--,78300.00,60262.00,"Beauty & Grooming"
P341170,seagate_STEA1500400-1.5TB,432100.00,345680.00,Computing
P341447,"Turk & Fillmore_Super Natural II-44",1885000.00,1621100.00,"Men Fashion"
P342252,"cr_PAN MASALA ( SWEET)-500 GM",14848.00,11426.00,Soghaat
P343031,BB_Hygienic-Home-Bundle,23490.00,15718.00,Superstore
P343074,nutrifactor_NF0025,174000.00,128760.00,"Health & Sports"
P343188,alrafa_Sughai-Dates-400g,41180.00,27144.00,Soghaat
P343443,fitn_820103309653,278400.00,228288.00,"Health & Sports"
P343851,"Qmobile B65",92220.00,81142.00,"Health & Sports"
P343951,palwasha_SKU027,2610000.00,1722600.00,"Women Fashion"
P344214,Z&A_ZEES-0269,37352.00,26100.00,"Kids & Baby"
P344716,Baklawa_Dhoda-1Kg,58000.00,48140.00,Soghaat
P345015,audionic_Shock-2,44950.00,31900.00,Others
P345530,interwood_HA-GBO111001-23598,167040.00,101848.00,"Home & Living"
P345711,Motifz_MWU01697-999-BUFF,666420.00,559758.00,"Women Fashion"
P346082,sinbo_7025,120060.00,98426.00,"Beauty & Grooming"
P346696,"HP_HP 706n A3 black",5571712.00,4234464.00,Computing
P346967,AKL_A131128712_SS-48_Yellow,173275.00,103936.00,"Women Fashion"
P346995,kke_SCF69627-2,156890.00,108228.00,"Kids & Baby"
P347222,Assetmen_MD-428-M,107300.00,86884.00,"Men Fashion"
P347238,fitn_631656703276,247950.00,161124.00,"Health & Sports"
P348472,HOS_GVYVIW75,359600.00,262508.00,"Beauty & Grooming"
P348595,JBS_SZ-042,229100.00,142042.00,"Home & Living"
P348769,GA_FE-68-141243,405420.00,255374.00,"Women Fashion"
P349342,"centrix_Scootify - Blue  Self Balancing Scooter",985942.00,778882.00,"Kids & Baby"
P349636,"Audionic_Rb 105",632200.00,455184.00,Computing
P349637,"Baklawa_Khajoor Pak-1Kg",75400.00,61828.00,Soghaat
P350026,gree_12CZ8,2529960.00,2049256.00,Appliances
P350176,KI_bedsheet-2050mkmmbs,98542.00,68962.00,"Home & Living"
P350243,Arino_BD-064-Black-44,243600.00,153468.00,"Men Fashion"
P350369,"liberty_Maroon Pullover for Boys-4 - 5 yrs - Size 24",33640.00,27898.00,"School & Education"
P351214,Strader_NT1150,110200.00,92568.00,"Beauty & Grooming"
P351329,Shark_HB-812,5800.00,4930.00,"School & Education"
P351473,"Audionic_Rb 104",649600.00,396256.00,Computing
P351680,"TO_021-JOVAN MUSK WHITE",69600.00,54288.00,"Beauty & Grooming"
P351814,"rute2_SlimStyles MR Vanilla ",406000.00,263900.00,"Health & Sports"
P351936,MEGUIAR_G7164,95932.00,67106.00,Others
P351968,SWP_500gm,5800.00,4176.00,Superstore
P352166,Emo_SS-21775-40,69542.00,55622.00,"Men Fashion"
P352729,"rub_Rubian_VR-Box With Remote",102370.00,87986.00,"Mobiles & Tablets"
P353028,"Huawei P8 lite",1123460.00,707774.00,"Mobiles & Tablets"
P353340,"UK_Habshi Halwa Tin Pack 400 Gms",16530.00,11194.00,Soghaat
P353733,"iPhone7-Matte Black -32GB",4364964.00,3535564.00,"Mobiles & Tablets"
P353776,smsm_8964000002254,51910.00,34220.00,Superstore
P353796,viewsonic_PJD5134,2865200.00,2292160.00,Entertainment
P353798,JBS_WEN-034,609000.00,505470.00,"Home & Living"
P354092,lenovo_20DF000GUE,4512400.00,3835540.00,Computing
P354128,"sapil_Sapil Passion Men 100ML",121800.00,97440.00,"Beauty & Grooming"
P354362,"Herbo Natural_1",87000.00,52200.00,"Health & Sports"
P354510,"lm_READERS DIGEST MONTHLY (ASIAN)-Single Copy",11310.00,8468.00,"School & Education"
P354882,Paramount_9789694945804,25868.00,15486.00,Books
P354988,fitn_RU00400,319000.00,236060.00,"Health & Sports"
P355452,"MotoZPlay-White ",2899942.00,2377942.00,"Mobiles & Tablets"
P355622,"CITYN_White Kameez Shalwar with Full Sleeves-13 - 15 yrs - Size ",43500.00,33060.00,"School & Education"
P355737,"Dawlance_MD 4N",371200.00,256128.00,Appliances
P356001,JBS_TAT-121,300730.00,180438.00,"Home & Living"
P356064,"HP_Officejet ENVY 5530 Wireless (3-in-1)",490680.00,299280.00,Computing
P356228,timex_T2P231,658300.00,460810.00,"Women Fashion"
P356360,LC_8411061602522,385700.00,339416.00,Others
P356515,MEGUIAR_G13616,58580.00,48604.00,Others
P357201,"Cosmo_Wen Lavender",420500.00,260710.00,"Beauty & Grooming"
P357591,"edukaan_7036-A4 - 300 Pages",17400.00,12180.00,"School & Education"
P357859,rhythmf_I1203S-02,2076342.00,1245782.00,"Men Fashion"
P358041,"vitamin_TVC-Vita Growth (Buy 2 Get 1)",232000.00,162400.00,"Health & Sports"
P358545,Samsung_49K6000,5585342.00,4579970.00,Entertainment
P358878,oxford_9780195479256,28710.00,18328.00,"School & Education"
P358912,"MORG_GCS 27",809100.00,606796.00,"Health & Sports"
P359151,"cr_ALMOND PLAIN-500 GM",54520.00,43616.00,Soghaat
P359488,"TKS_m969-6-8 Years",115942.00,85782.00,"Kids & Baby"
P361129,LS_8964000002070,55390.00,45414.00,Superstore
P361163,Gshop_D32,261000.00,221850.00,"Home & Living"
P361624,Samsung_RT85K7110SL,8467942.00,7282422.00,Appliances
P361675,BP_PS26932-Green,10556.00,8932.00,"School & Education"
P361761,Zia_363,43500.00,30450.00,Books
P362060,emart_92,133342.00,82650.00,"Home & Living"
P362136,RAJESH_RAJ192,107880.00,87348.00,"Home & Living"
P362722,"dawlance_9170WB MDS",1929080.00,1176704.00,Appliances
P362878,J&J_JJQS-004S,162110.00,97266.00,"Kids & Baby"
P363021,BP_PS03913,12122.00,9048.00,"School & Education"
P363127,igeek__Packof3FidgetSpinnerStressReducer,25810.00,16240.00,"Kids & Baby"
P363444,J&J_JJCC-002DB,109910.00,72500.00,"Kids & Baby"
P363520,HP_HD-Corei5-6200U2-3GHz-1TB-HDD,3494152.00,2306138.00,Computing
P364174,barico_BS003-Large,156600.00,97092.00,"School & Education"
P365336,GBHII_GS820-Black-Black-7,255200.00,188848.00,"Men Fashion"
P365436,aybeez_ABZ-160-L,57942.00,46922.00,"Men Fashion"
P365475,BB_KIDSHD_PRI,46342.00,28710.00,"Kids & Baby"
P365507,"aw_Fuel Injector Treatment & Upper Cylindrical Treatment (white)",21460.00,14558.00,Others
P365619,Omron_NE-C803-E,243252.00,218892.00,"Health & Sports"
P365661,avent_SCF96822-IMS-global,32480.00,28884.00,"Kids & Baby"
P365670,"RB_Personal Care-bf",20300.00,14790.00,Superstore
P367646,e-seller_15,95700.00,81316.00,Computing
P367699,"SCIFI_SC5811FCM-Barcelona ",80910.00,57420.00,"School & Education"
P367824,BB_001,168200.00,114376.00,"Home & Living"
P368181,cc_Samsung_Galaxy_S8_black,4872000.00,3702720.00,"Mobiles & Tablets"
P368222,"corio_JC 57-43",377000.00,305370.00,"Men Fashion"
P368790,samsung_50J5100,5002500.00,4352146.00,Entertainment
P368996,"Elite_Self Balancing Electric Scooter",1391942.00,890822.00,"Kids & Baby"
P369657,Kenwood_KDC-2413,4976400.00,4279704.00,Appliances
P369792,dawlance_DW-9500,1276000.00,1110120.00,Appliances
P370239,PlanetX_PX-9064,78300.00,60262.00,"Kids & Baby"
P370493,"iphone_7-128GB-wof-Jet Black",5707142.00,4736918.00,"Mobiles & Tablets"
P370891,Javaid_Nihari_with_7up,35380.00,25462.00,Superstore
P371421,emart_00-8,46342.00,34278.00,"Home & Living"
P371536,Sigma_83430,88508.00,74298.00,"Health & Sports"
P371728,"CITY_Light Grey Elastic Pant Prep to V-10 - 11 yrs - Size 36",51620.00,35090.00,"School & Education"
P372560,timex_T2P044,369750.00,273586.00,"Men Fashion"
P373014,"aw_Octane Booster-12oz./354ml ",31900.00,20068.00,Others
P373116,Al-Bakio_1B251,9280.00,7424.00,"School & Education"
P373121,SNU_ay16e-1a-Grey,143550.00,120582.00,"Women Fashion"
P373435,"rebelz_Rainbow 6 Subjects Notebook ",23200.00,19952.00,"School & Education"
P373484,zubairco_003577,159500.00,98890.00,"School & Education"
P373632,"TCB_Supreme BD 0016-L",174000.00,147900.00,"Men Fashion"
P374004,"Aladdin_Chrome Dumbbells Silver - 5kg",98542.00,70934.00,"Health & Sports"
P374460,"Fmate_Chicken Shami Kabab",14442.00,9628.00,Superstore
P375306,Omron_HN-289-E,216340.00,177364.00,"Health & Sports"
P375491,BBS_A086,217500.00,145696.00,"Kids & Baby"
P375872,"R&I_KWM 1012 SA",962800.00,856892.00,Appliances
P375932,lamart_LMZ020,202362.00,133516.00,"Home & Living"
P375957,"greenroot_Anti Dandruff and Hair Fall",40600.00,30856.00,"Beauty & Grooming"
P376314,"sockoye_QG in Quarter Grey",17342.00,14558.00,Others
P376580,"Mono Cruiser _Grand",1154200.00,819482.00,"Kids & Baby"
P376703,babywtoy61,104400.00,92916.00,"Kids & Baby"
P377021,Zia_FQ8,23200.00,14848.00,Books
P377260,mm_AG-2098,466784.00,359368.00,Appliances
P377349,GA_EA-14-144984,434420.00,317086.00,"Women Fashion"
P377933,liberty_9780141384658,72500.00,51446.00,Books
P378114,"Infinix Hot 4 Hazir-Gold-Karachi",730742.00,643046.00,"Mobiles & Tablets"
P378119,"sanasafinaz_march16_3A-Nationwide Delivery",271614.00,162922.00,"Women Fashion"
P378314,ashbroe_ABLW-152(c),100920.00,87754.00,Others
P379182,"Victorinox_  TRAVELLER KIT",562600.00,343186.00,"Men Fashion"
P379242,streets_SS-56-M,86942.00,54752.00,"Men Fashion"
P379281,PNG_Always_10000153-Lahore,11020.00,9570.00,Superstore
P379465,"Transcend_ TS2TSJ25H3B",579942.00,434942.00,Computing
P379777,Getiit_Joy,217500.00,160950.00,"Men Fashion"
P380619,Paramount_9789670618630,108750.00,68498.00,Books
P380707,"Turk & Fillmore_hutchence Tan brown-43",359600.00,248124.00,"Men Fashion"
P380779,IKEA_10119206,1276000.00,1046320.00,"Home & Living"
P380903,"UK_Sohan Halwa Tin Pack 400 Gms",16530.00,14848.00,Soghaat
P381119,UnzeLondon_GS5348-10,202855.00,139954.00,"Men Fashion"
P381847,"Infinix Hot S Hazir-Gold-Karachi",980142.00,627270.00,"Mobiles & Tablets"
P382314,HOS-m_KCBM100,208800.00,177480.00,"Beauty & Grooming"
P382334,"edukaan_7034-A4 - 300 Pages",17400.00,12006.00,"School & Education"
P383378,"ARY Jewellers_1 Gram Millat Gold Coin --Karachi",290000.00,217500.00,"Women Fashion"
P383563,Tmall_DermaSeta-1,86942.00,68672.00,"Beauty & Grooming"
P383565,GA_PM-132-136186,435000.00,374100.00,"Women Fashion"
P383728,"Samsung GALAXY NOTE-5",4175942.00,2964902.00,"Mobiles & Tablets"
P384442,Fantastic_FT-41,27550.00,20358.00,"Home & Living"
P386424,"LM_BST356-6-9 M",86130.00,71456.00,"Kids & Baby"
P386455,Z&A_ZEES-0233,18270.00,12412.00,"Home & Living"
P386704,Samsung_49inchesK5100,4929942.00,3155142.00,Entertainment
P386710,"Prime_WBGH -M",115942.00,76502.00,"Men Fashion"
P386755,"Changhong Ruba 50 Inches D4000i Smart LED",4054200.00,2594688.00,Entertainment
P386885,"HR_Soan Papdi 500g",37990.00,30392.00,Soghaat
P387024,gree_12LM4,2544982.00,1628756.00,Appliances
P387555,mm_AG-771,189660.00,157412.00,Others
P387638,"Turbo_100208 Multicolor",373230.00,302296.00,Others
P387683,timex_T2P045,399040.00,351132.00,"Men Fashion"
P387820,J&J_JJCC-024,109910.00,86826.00,"Kids & Baby"
P388033,"Changhong Ruba 32 Inches D4000i Smart LED",1966200.00,1730256.00,Entertainment
P388110,"cn_clc_ AS-120R",38280.00,25636.00,"School & Education"
P388115,SAB_SI-207-S,290000.00,185600.00,"Women Fashion"
P388345,Tri-Angels_11014-2,336400.00,215296.00,"Home & Living"
P388555,Audionic_AD-7500-Black,319000.00,223300.00,Entertainment
P388557,LS_8964000006122,54520.00,33234.00,Superstore
P388569,smsm_13854,18560.00,12412.00,Superstore
P389360,"Infinix Hot S Hazir-Grey-Grey-Karachi",980142.00,764498.00,"Mobiles & Tablets"
P389466,BB_006,203000.00,168490.00,"Home & Living"
P389473,"AKL_A131130487_SS-31_Light Olive",109504.00,70064.00,"Women Fashion"
P389672,Mitsubishi_MSZ-HJ71VA,10266000.00,6364920.00,Appliances
P389700,"sanasafinaz_march16_8A-Nationwide Delivery",312446.00,271788.00,"Women Fashion"
P389798,"unze_GS5628 -Black-10",115942.00,81142.00,"Men Fashion"
P389982,Telemall_MM-DR-SOB,200100.00,160080.00,"Health & Sports"
P390189,agha_AS_SOLEB94_01,5176500.00,3157636.00,"Health & Sports"
P390266,"aw_Super Concentrated Fuel Injector (Black)-5.25oz./155ml ",29000.00,24070.00,Others
P390482,"TKS_m962-5-6 Years",107242.00,65366.00,"Kids & Baby"
P390553,Aladdin_14-Walker-W2907,150742.00,119074.00,"Kids & Baby"
P390773,"CK_BF530-Underwear-Pack of 3-XL",34742.00,29522.00,"Men Fashion"
P390965,Samsung_WA70H4000SW,2038642.00,1345484.00,"Home & Living"
P391092,naushemian_#0043-S,319000.00,252010.00,"Women Fashion"
P391919,emart_0-19,111360.00,82360.00,"Home & Living"
P392014,stinnos_1549,85840.00,56608.00,"Kids & Baby"
P392030,"lamp_Lamp Shade Umbrella 1 ",185600.00,141056.00,Others
P392053,Adolphs_TT-1-Black-S,23142.00,20590.00,"Men Fashion"
P392127,"samsung_50 J5500",5891640.00,3652782.00,Entertainment
P392301,Ifitness_T300,4756000.00,3757240.00,"Health & Sports"
P392583,"Zuk Z1-Grey-Lahore",1449942.00,1232442.00,"Mobiles & Tablets"
P393350,Artzy_MM-02,435000.00,369750.00,"Women Fashion"
P393352,"MACBOOK PRO 13-INCH 2.5GHZ 8GBDDR3L",7482000.00,5312220.00,Computing
P394310,gree_18LM4,3136640.00,2258346.00,Appliances
P394533,"Baklawa_Baklava Almond Chocolate-1Kg",81200.00,72268.00,Soghaat
P394827,Head_811576-M,200100.00,164082.00,"Men Fashion"
P395083,stinnos_A103,92742.00,74182.00,"Kids & Baby"
P395278,Zia_EN2,14500.00,10556.00,Books
P395322,HOS_ELPIW100,340170.00,207466.00,"Beauty & Grooming"
P395669,Paramount_9789696370420,17110.00,10556.00,"School & Education"
P395976,"Atalian _DV206A-Black-41",463710.00,296728.00,"Men Fashion"
P396055,BP_TO35628,194242.00,132066.00,"Kids & Baby"
P396098,Aladdin_bike_cover,34220.00,27666.00,Others
P396169,Transcend_TS1TSJ25M3,376942.00,256302.00,Computing
P396546,"R&I_Generator 6KVG",4151640.00,3404310.00,Appliances
P396643,"StripyInterior_Diamond Janamaz -003",153642.00,133632.00,"Home & Living"
P397101,"PucaM_SS-2709-NAVY RED-40",127600.00,89320.00,"Men Fashion"
P397123,"MACBOOK AIR 11INCH",6902000.00,5314540.00,Computing
P397283,"Castillo_CGR-02-Natural C",208800.00,146160.00,"Home & Living"
P397709,"Turk & Fillmore_Super Natural I-brown-40",1885000.00,1639950.00,"Men Fashion"
P398112,"edukaan_7046-A4 - 120 Pages",8816.00,6206.00,"School & Education"
P399251,Naushemian_#0027-Blue-L,2610000.00,2088000.00,"Women Fashion"
P399362,"majestic_15 Pc Cookware Set - Beige",339300.00,271440.00,"Home & Living"
P400001,stinnos_A024-Anger,29000.00,25520.00,"Kids & Baby"
P400173,Saloni_VINCE6,72500.00,52896.00,"Beauty & Grooming"
P400366,Naushemian_#0028-Offwhite-M,3480000.00,2644800.00,"Women Fashion"
P400480,Arino_A-010-Tan-40,243600.00,209496.00,"Men Fashion"
P400485,"phub_Joop Homme Extreme 125ml  EDT ",209496.00,175972.00,"Beauty & Grooming"
P400640,FESFEducate-a-Child-for-a-Month,348000.00,295800.00,Others
P400701,stinnos_A112,60842.00,37700.00,"Kids & Baby"
P401585,GA_PM-161-136198,464000.00,287680.00,"Women Fashion"
P401988,AYS_PEL-PINVC-18K-Invert-O-Cool,3258150.00,2411002.00,Appliances
P402404,JBS_WEN-194,725000.00,493000.00,"Home & Living"
P402840,Timex_TW2P61600,443120.00,394342.00,"Men Fashion"
P402856,Samsung_A7-2017-Gold,3044942.00,1826942.00,"Mobiles & Tablets"
P403179,"dawlance_DWT-230A W",1565420.00,1017494.00,Appliances
P403423,Senorita_GAK-822-BGE-34,106720.00,93902.00,"Kids & Baby"
P403582,babyw_$projector,220980.00,194416.00,"Kids & Baby"
P404236,smsm_8961100500123,53070.00,39266.00,Superstore
P404687,"RMSON_TL4201 MW BU",939542.00,742226.00,"Men Fashion"
P404818,PlanetX_PX-9087,185600.00,137344.00,"Kids & Baby"
P405060,"Kenwood_1.5 Ton White ESense Split Air Conditioner - HSU-18LKE",2349000.00,1738260.00,Appliances
P405111,Mtech_Combo-of-1-MXQ-Pro,299860.00,233856.00,Entertainment
P405456,interwood_HF-02WCR-GO-39741,1740000.00,1131000.00,"Home & Living"
P405758,"phub_Desire Blue  by Dunhill 100ml  EDT ",209496.00,131950.00,"Beauty & Grooming"
P406287,"Ricoh_Color GELJET SG-3120B SFN (wireless with Battery)",1613850.00,1032864.00,Computing
P406658,ziqi_ZN-456,84100.00,66410.00,"Kids & Baby"
P406900,"Planet X_stinnos_776",98600.00,74936.00,"Kids & Baby"
P406949,"Haier_LE 42B9000",1913942.00,1607702.00,Entertainment
P407562,liberty_9780425271582,92510.00,77662.00,Books
P408158,"GMZV_WWE 2K17-XboX one",329440.00,204218.00,Entertainment
P408177,Bata_8386001-44,231942.00,197142.00,"Men Fashion"
P408307,Castillo_CK-745-Green-42,630750.00,479370.00,"Men Fashion"
P408318,Bata_Bfirst-3516073-32-13,46342.00,39382.00,"School & Education"
P408411,"anex_AG 13",104980.00,93380.00,Appliances
P408446,"TSS_Khaki Elastic Pants-6 - 7 yrs - Size 28",29754.00,20822.00,"School & Education"
P408955,"Audionic Max-550",174000.00,121800.00,Entertainment
P409025,ss_WC-017-L,145000.00,104400.00,"Men Fashion"
P409400,PlanetX_PX-9210,75400.00,61828.00,"Kids & Baby"
P409617,Surmawala_Haier-HWM-120-35FF-Washing-Machine-Grey,675990.00,473164.00,Appliances
P409795,"edukaan_7069-A4 - 300 Pages",17400.00,15486.00,"School & Education"
P410032,hol_D3,57942.00,49822.00,Others
P410461,alrafa_Amber-Dates-400g,63800.00,44660.00,Soghaat
P410642,TBG_AV-S-044-Black,1174500.00,716416.00,"Women Fashion"
P410654,Prime_PINKI-BLACK-M,202942.00,133922.00,"Women Fashion"
P410777,"SCIFI_Disney Beauty_SC4545PGP",154280.00,121858.00,"School & Education"
P410879,audionic_6954217686844,72500.00,60146.00,Computing
P411823,Geepas_GH8626,107532.00,90306.00,"Beauty & Grooming"
P411873,stinnos_342,241454.00,217268.00,Others
P412505,3m_70005045094,38860.00,31436.00,Superstore
P412671,Aladdin_15-Walker-W2908,139142.00,101558.00,"Kids & Baby"
P414014,fitn_RU00495,493000.00,428910.00,"Health & Sports"
P414248,LS_815096000694,40890.00,29812.00,Superstore
P414864,GA_FE-60-141235,434420.00,338836.00,"Women Fashion"
P414925,Relaxsit_RS-36,118900.00,97498.00,"Home & Living"
P415104,MEGUIAR_X1030EU,206596.00,161124.00,Others
P415305,AYS_50U560,2983810.00,1879780.00,Entertainment
P415879,HOS_JLSW100,173710.00,130268.00,"Beauty & Grooming"
P416084,IKEA_221916,504600.00,302760.00,"Home & Living"
P416097,"Turk & Fillmore_Super Natural I-brown-44",1885000.00,1262950.00,"Men Fashion"
P416637,CL74_dawlance_VF-1035WB,1809600.00,1158144.00,Appliances
P417101,"Truck Art Tea Pot",104400.00,76212.00,"Home & Living"
P417195,"jj_JLAWN-S-17-068 Cool Flower",142216.00,93844.00,"Women Fashion"
P417317,JBS_IFAM-007,211700.00,158746.00,Others
P417575,lamart_LMZ053,439466.00,364704.00,"Home & Living"
P418626,"Apple iPhone 6S 64GB",5596942.00,3414112.00,"Mobiles & Tablets"
P418918,"Life source_GS300",63220.00,45472.00,"Health & Sports"
P418929,"madela_HARMONY BREASTPUMP",440800.00,290928.00,"Kids & Baby"
